Mat_Discipline,Mat_ISO_19650_ID,Mat_Code,Mat_Element_Type,Mat_Category,Mat_Name,Mat_Application,Mat_Location,Mat_Thickness_MM,Mat_Cost_USD,Mat_Cost_UGX,Mat_Durability,Mat_Specifications,Mat_Layer_Count,Mat_Layer_1_Material,Mat_Layer_1_Thickness_MM,Mat_Layer_1_Function,Mat_Layer_2_Material,Mat_Layer_2_Thickness_MM,Mat_Layer_2_Function,Mat_Layer_3_Material,Mat_Layer_3_Thickness_MM,Mat_Layer_3_Function,Mat_Layer_4_Material,Mat_Layer_4_Thickness_MM,Mat_Layer_4_Function,Mat_Layer_5_Material,Mat_Layer_5_Thickness_MM,Mat_Layer_5_Function,Mat_Manufacturer,Mat_Standard,Mat_Features,Prop_Density_KG_M3,Prop_Thermal_Cond_W_MK,Prop_Thermal_Res_M2K_W,Prop_Specific_Heat_J_KGK,Prop_Fire_Rating,Prop_Acoustic_Abs,Prop_Sound_Red_DB,Prop_Carbon_KG_M3,Prop_Comp_Strength_MPA,Prop_Tens_Strength_MPA,Load_Bearing,Use_Case
WALLS,A-WALL-EXT-BLOCK-300MM-W011,WL-011,A-WALL-EXT,BLOCK WALL,EXTERNAL BLOCK WALL 300MM RENDERED,EXTERNAL LOADBEARING,EXTERIOR,315,22.0,81400,EXCELLENT,BLOCK + INSULATION + RENDER,3,SOLID BLOCK 250MM,250,STRUCTURE [1],EPS INSULATION 50MM,50,INSULATION [3],CEMENT RENDER 15MM,15,FINISH [5],,0,,,0,,Generic,BS EN 771-3:2011,ECONOMICAL | THERMAL,1550,0.45,0.667,950,90 MINS,0.05,45,310,18.0,1.8,TRUE,Block exterior walls with render
WALLS,A-WALL-PARTY-300MM-W012,WL-012,A-WALL-PARTY,PARTY WALL,PARTY WALL 300MM FIRE/ACOUSTIC,BETWEEN DWELLINGS,INTERIOR,300,35.0,129500,EXCELLENT,DOUBLE BLOCK + CAVITY + INSULATION,5,CONCRETE BLOCK 100MM,100,STRUCTURE [1],MINERAL WOOL 100MM,100,FIRE/ACOUSTIC [3],AIR CAVITY 50MM,50,ACOUSTIC [3],CONCRETE BLOCK 100MM,100,STRUCTURE [1],PLASTER 15MM EACH,30,FINISH [5],Generic,BS EN 1996-1-1:2005,FIRE-RATED | ACOUSTIC ISOLATION,1450,0.35,0.857,980,180 MINS,0.30,55,290,12.0,1.2,TRUE,Fire and sound separation between units
WALLS,A-WALL-RETAINING-400MM-W013,WL-013,A-WALL-RETAINING,RETAINING WALL,RETAINING WALL 400MM REINFORCED,BELOW GRADE,EXTERIOR,400,45.0,166500,EXCELLENT,REINFORCED CONCRETE RETAINING,1,REINFORCED CONCRETE C35,400,STRUCTURE [1],,0,,,0,,,0,,,0,,Generic,BS EN 1992-1-1:2004,HIGH STRENGTH | WATERPROOF,2450,1.5,0.267,850,240 MINS,0.02,50,490,35.0,3.0,TRUE,Earth retaining structures
WALLS,A-WALL-FOUNDATION-300MM-W014,WL-014,A-WALL-FOUNDATION,FOUNDATION WALL,FOUNDATION WALL 300MM CONCRETE,BELOW GRADE,BASEMENT,300,30.0,111000,EXCELLENT,REINFORCED CONCRETE FOUNDATION,1,REINFORCED CONCRETE C30,300,STRUCTURE [1],,0,,,0,,,0,,,0,,Generic,BS EN 1992-1-1:2004,STRUCTURAL | MOISTURE RESISTANT,2400,1.4,0.214,840,180 MINS,0.02,48,480,30.0,2.5,TRUE,Foundation basement walls
WALLS,A-WALL-CURTAIN-150MM-W015,WL-015,A-WALL-CURTAIN,CURTAIN WALL,CURTAIN WALL GLAZED SYSTEM,EXTERNAL NON-LOADBEARING,EXTERIOR,150,85.0,314500,GOOD,ALUMINUM + DOUBLE GLAZING,3,ALUMINUM FRAME 50MM,50,STRUCTURE [1],DOUBLE GLAZING 24MM,24,GLAZING [4],ALUMINUM MULLION 76MM,76,STRUCTURE [1],,0,,,0,,Generic,BS EN 13830:2015,TRANSPARENT | LIGHTWEIGHT,2700,1.8,0.083,900,30 MINS,0.05,30,810,0,355,FALSE,Non-structural glazed facades
WALLS,A-WALL-CORE-300MM-W016,WL-016,A-WALL-CORE,SHEAR WALL,SHEAR WALL 300MM HIGH-STRENGTH,STRUCTURAL CORE,INTERIOR,300,35.0,129500,EXCELLENT,HIGH-STRENGTH CONCRETE SHEAR WALL,1,REINFORCED CONCRETE C40,300,STRUCTURE [1],,0,,,0,,,0,,,0,,Generic,BS EN 1992-1-1:2004,SEISMIC | HIGH STRENGTH,2450,1.5,0.2,850,180 MINS,0.02,50,490,40.0,3.2,TRUE,Lateral load resisting walls
WALLS,A-WALL-TIMBER-150MM-W017,WL-017,A-WALL-TIMBER,TIMBER FRAME WALL,TIMBER FRAME WALL 150MM INSULATED,EXTERNAL FRAME,EXTERIOR,150,28.0,103600,GOOD,TIMBER + INSULATION + CLADDING,5,TIMBER STUD 100MM,100,STRUCTURE [1],MINERAL WOOL 100MM,100,INSULATION [3],OSB SHEATHING 12MM,12,STRUCTURE [1],WEATHER BARRIER 1MM,1,MEMBRANE [2],TIMBER CLADDING 25MM,25,FINISH [5],Generic,BS EN 14081-1:2016,SUSTAINABLE | THERMAL,550,0.12,0.833,1600,45 MINS,0.10,35,110,0,0,TRUE,Timber frame construction
WALLS,A-WALL-PRECAST-200MM-W018,WL-018,A-WALL-PRECAST,PRECAST PANEL,PRECAST CONCRETE PANEL 200MM,EXTERNAL LOADBEARING,EXTERIOR,200,32.0,118400,EXCELLENT,PRECAST SANDWICH PANEL,3,CONCRETE OUTER LAYER 75MM,75,STRUCTURE [1],RIGID INSULATION 50MM,50,INSULATION [3],CONCRETE INNER LAYER 75MM,75,STRUCTURE [1],,0,,,0,,Generic,BS EN 13369:2018,PREFABRICATED | THERMAL,1850,0.62,0.323,880,120 MINS,0.02,48,370,28.0,2.3,TRUE,Factory-made panel systems
WALLS,A-WALL-STONE-600MM-W019,WL-019,A-WALL-STONE,STONE MASONRY,NATURAL STONE WALL 600MM,EXTERNAL LOADBEARING,EXTERIOR,600,95.0,351500,EXCELLENT,NATURAL STONE MASONRY,1,NATURAL STONE BLOCKS,600,STRUCTURE [1],,0,,,0,,,0,,,0,,Generic,BS EN 771-6:2011,TRADITIONAL | DURABLE,2650,2.8,0.214,900,90 MINS,0.03,50,530,25.0,1.5,TRUE,Traditional stone construction
WALLS,A-WALL-ICF-250MM-W020,WL-020,A-WALL-ICF,ICF WALL,INSULATED CONCRETE FORM 250MM,EXTERNAL LOADBEARING,EXTERIOR,250,42.0,155400,EXCELLENT,EPS + CONCRETE + EPS,3,EPS INSULATION 75MM,75,INSULATION [3],REINFORCED CONCRETE 100MM,100,STRUCTURE [1],EPS INSULATION 75MM,75,INSULATION [3],,0,,,0,,Generic,ASTM E2634,HIGH THERMAL | ENERGY EFFICIENT,780,0.12,2.083,1050,120 MINS,0.05,45,140,25.0,2.0,TRUE,Insulated concrete formwork
WALLS,A-WALL-RAMMED-EARTH-400MM-W021,WL-021,A-WALL-RAMMED,RAMMED EARTH,RAMMED EARTH WALL 400MM,EXTERNAL LOADBEARING,EXTERIOR,400,35.0,129500,EXCELLENT,STABILIZED RAMMED EARTH,1,RAMMED EARTH 400MM,400,STRUCTURE [1],,0,,,0,,,0,,,0,,Generic,NEW MEXICO CODE,SUSTAINABLE | THERMAL MASS,2000,0.8,0.5,1000,30 MINS,0.05,40,200,3.0,0.3,TRUE,Sustainable earth construction
WALLS,A-WALL-ADOBE-300MM-W022,WL-022,A-WALL-ADOBE,ADOBE BRICK,ADOBE BRICK WALL 300MM,EXTERNAL LOADBEARING,EXTERIOR,300,25.0,92500,GOOD,ADOBE BRICK MASONRY,1,ADOBE BRICKS 300MM,300,STRUCTURE [1],,0,,,0,,,0,,,0,,Generic,NEW MEXICO CODE,TRADITIONAL | THERMAL MASS,1600,0.65,0.462,1050,30 MINS,0.08,40,160,2.5,0.25,TRUE,Traditional adobe construction
WALLS,A-WALL-SIP-200MM-W023,WL-023,A-WALL-SIP,SIP PANEL,STRUCTURAL INSULATED PANEL 200MM,EXTERNAL LOADBEARING,EXTERIOR,200,55.0,203500,VERY GOOD,OSB + EPS + OSB,3,OSB BOARD 12MM,12,STRUCTURE [1],EPS CORE 176MM,176,INSULATION [3],OSB BOARD 12MM,12,STRUCTURE [1],,0,,,0,,Generic,ASTM E72,HIGH THERMAL | FAST CONSTRUCTION,180,0.035,5.03,1500,60 MINS,0.05,35,27,0,0,TRUE,Efficient panel system
WALLS,A-WALL-STRAW-BALE-450MM-W024,WL-024,A-WALL-STRAW,STRAW BALE,STRAW BALE WALL 450MM RENDERED,EXTERNAL NON-LOADBEARING,EXTERIOR,470,22.0,81400,FAIR,STRAW + RENDER BOTH SIDES,3,CEMENT RENDER 10MM,10,FINISH [5],STRAW BALES 450MM,450,INSULATION [3],CEMENT RENDER 10MM,10,FINISH [5],,0,,,0,,Generic,LOCAL CODE,SUSTAINABLE | SUPER INSULATED,110,0.04,11.25,1300,60 MINS,0.15,40,11,0,0,FALSE,Sustainable insulation system
WALLS,A-WALL-TILT-UP-200MM-W025,WL-025,A-WALL-TILT-UP,TILT-UP CONCRETE,TILT-UP CONCRETE PANEL 200MM,EXTERNAL LOADBEARING,EXTERIOR,200,30.0,111000,EXCELLENT,PRECAST TILT-UP PANEL,1,REINFORCED CONCRETE 200MM,200,STRUCTURE [1],,0,,,0,,,0,,,0,,Generic,ACI 551.1R,ECONOMICAL | FAST,2400,1.4,0.143,840,120 MINS,0.02,48,480,30.0,2.5,TRUE,Site-cast tilt-up panels
WALLS,A-WALL-GABION-300MM-W026,WL-026,A-WALL-GABION,GABION WALL,GABION STONE WALL 300MM,RETAINING/DECORATIVE,EXTERIOR,300,28.0,103600,EXCELLENT,WIRE MESH + STONE FILL,2,GALVANIZED WIRE MESH 5MM,5,STRUCTURE [1],STONE FILL 295MM,295,STRUCTURE [1],,0,,,0,,,0,,Generic,BS EN 10223-3,DECORATIVE | PERMEABLE,1850,1.5,0.2,900,0 MINS,0.20,25,370,0,0,TRUE,Decorative retaining walls
WALLS,A-WALL-GREEN-200MM-W027,WL-027,A-WALL-GREEN,GREEN WALL,LIVING GREEN WALL SYSTEM 200MM,EXTERNAL DECORATIVE,EXTERIOR,200,65.0,240500,FAIR,STRUCTURE + SUBSTRATE + PLANTS,4,ALUMINUM FRAME 50MM,50,STRUCTURE [1],WATERPROOF MEMBRANE 2MM,2,MEMBRANE [2],GROWING SUBSTRATE 100MM,100,SUBSTRATE [6],IRRIGATION SYSTEM 48MM,48,SERVICES [7],,0,,Generic,BS 8579:2020,SUSTAINABLE | AESTHETIC,450,0.35,0.571,1200,30 MINS,0.40,30,90,0,0,FALSE,Vertical garden system
WALLS,A-WALL-CLT-100MM-W028,WL-028,A-WALL-CLT,CLT PANEL,CROSS LAMINATED TIMBER 100MM,INTERNAL LOADBEARING,INTERIOR,100,48.0,177600,EXCELLENT,CLT 5-LAYER PANEL,1,CROSS LAMINATED TIMBER,100,STRUCTURE [1],,0,,,0,,,0,,,0,,Generic,BS EN 16351:2015,SUSTAINABLE | PREFABRICATED,480,0.13,0.769,1600,60 MINS,0.10,35,96,20.0,0,TRUE,Engineered timber panels
WALLS,A-WALL-GLASS-BLOCK-150MM-W029,WL-029,A-WALL-GLASS,GLASS BLOCK,GLASS BLOCK WALL 150MM,INTERNAL DECORATIVE,INTERIOR,150,45.0,166500,GOOD,GLASS BLOCK MASONRY,1,GLASS BLOCKS 150MM,150,STRUCTURE [1],,0,,,0,,,0,,,0,,Generic,BS EN 1051-1:2003,TRANSLUCENT | DECORATIVE,2500,1.1,0.136,840,30 MINS,0.05,28,625,0,0,FALSE,Decorative light-transmitting wall
WALLS,A-WALL-HEMPCRETE-300MM-W030,WL-030,A-WALL-HEMPCRETE,HEMPCRETE,HEMPCRETE WALL 300MM,EXTERNAL NON-LOADBEARING,EXTERIOR,300,38.0,140600,GOOD,HEMP + LIME BINDER,1,HEMPCRETE 300MM,300,STRUCTURE/INSULATION [1/3],,0,,,0,,,0,,,0,,Generic,EUROPEAN HEMP,CARBON NEGATIVE | BREATHABLE,275,0.06,5.0,1000,60 MINS,0.15,38,-165,5.0,0,FALSE,Sustainable bio-composite
